基金統編,nav_now,nav_1y,nav_3y,nav_5y,R1y,R3y,R5y,score,基金名稱
94991068,407.86,134.06,87.07,71.73,204.236908846785,368.427701849087,468.60448905618284,306.36766278935517,富邦新台商基金
73990253,788.13,258.19,170.23,137.29,205.25194624114022,362.97949832579457,474.06220409352466,306.3322634370134,統一奔騰基金
17139204,201.41,54.04,46.65,44.65,272.70540340488526,331.74705251875673,351.0862262038074,306.0940626988311,元大新主流基金
73998086,516.03,148.57,110.36,113.81,247.33122433869553,367.5878941645523,353.41358404358135,304.62469722742975,復華高成長基金
18488469,585.02,180.99,135.38,105.85,223.2333278081662,332.13177721967793,452.68776570618803,301.79375021122405,野村中小基金-累積類型
92001765,145.42,40.24,32.94,33.83,261.38170974155065,341.46933819064964,329.8551581436595,299.10268795670214,元大多多基金
26310297,197.29,66.71,41.58,38.26,195.74276720131917,374.4829244829245,415.656037637219,293.3474684729807,富蘭克林華美台股傘型基金之高科技基金
80894446,433.9,135.8,98.83,88.12,219.51399116347568,339.03672973793385,392.3967317294598,289.94736084901,台新中國通基金
13998344,352.5,104.73,81.04,77.75,236.5797765683185,334.97038499506414,353.3762057877814,289.45624494023474,永豐中小基金-A類型
81587889,143.72,42.13,31.07,36.26,241.13458343223354,362.5683939491471,296.35962493105353,288.60973488707157,復華復華基金
01031699,995.49,299.15,230.67,217.82,232.7728564265419,331.56457276628953,357.0241483793959,287.26062971903696,統一全天候基金-A類型
17600534,120.43,41.47,27.91,21.96,190.40270074752837,331.4940881404515,448.40619307832424,284.3308154315645,野村高科技基金-累積類型
48934304,200.03,67.12,45.87,38.79,198.01847437425505,336.0802267277088,415.6741428203145,282.9681337695031,統一台灣動力基金-A類型
19341318,278.25,89.17,62.03,60.37,212.04440955478302,348.5732709979042,360.90773563028,282.77573320281874,第一金電子基金
92003102,654.2,232.14,145.07,128.63,181.81269923322137,350.9547115185773,408.5905309803312,277.9108692682501,瀚亞高科技基金
18037937,218.17,75.09,51.75,41.2,190.5446797176721,321.5845410628019,429.53883495145624,277.65546916796785,野村ｅ科技基金
77713842,67.25,20.91,15.79,15.92,221.61645145863224,325.90246991766946,322.4246231155779,273.06389132773256,合庫台灣高科技基金
92012025,452.42,149.8,103.03,101.99,202.01602136181575,339.11482092594395,343.5925090695166,271.4609587725944,摩根新興科技基金-一般型
92002244,677.04,219.99,169.26,139.68,207.75944361107318,300.0,384.7079037800687,270.82130256155034,統一黑馬基金
01031874,118.92,39.19,28.02,26.04,203.4447563153866,324.4111349036403,356.68202764976957,270.3821241587393,國泰小龍基金-新台幣
83863951,223.97,64.5,51.08,69.34,247.24031007751938,338.469068128426,223.00259590423997,269.7613946581355,元大經貿基金
92010477,545.46,178.65,129.59,121.0,205.3232577665827,320.9121074156957,350.7933884297521,269.0939387939505,富邦長紅基金
81584335,134.16,38.71,32.76,37.51,246.57711185740118,309.5238095238096,257.6646227672621,267.6786233392959,元大高科技基金
83866508,331.21,107.52,73.61,85.73,208.04501488095238,349.9524521124847,286.34083751312255,266.2764105768461,玉山中小型股基金
17602821,271.41,93.82,63.61,58.03,189.28799829460675,326.6781952523188,367.7063587799414,266.1887294789873,台新2000高科技基金
19291128,174.67,56.34,43.69,38.63,210.02839900603476,299.7940032043946,352.16153248770377,265.38470696187653,國泰大中華基金
21759676,212.29,66.13,51.11,53.36,221.0192045970059,315.3590295441205,297.8448275862069,264.6862766789805,復華全方位基金A類型
88175551,52.99,18.16,13.07,11.12,191.79515418502203,305.4322876817139,376.52877697841734,262.8330187927087,富邦台灣永續成長股息基金
26202396,156.8,51.49,37.11,37.74,204.52515051466307,322.52762058744275,315.474297827239,262.1157209990122,第一金創新趨勢基金-A類型
81581724,399.78,136.73,95.31,88.88,192.3864550574124,319.452313503305,349.7974797479748,261.98841752929263,統一經建基金-A類型
20089755,112.54,40.19,27.01,23.39,180.01990544911672,316.66049611255096,381.1457887986319,261.23725931805,富邦精銳中小基金-A類型
77537493,279.03,97.93,66.13,61.28,184.9280098029204,321.941630122486,355.3361618798955,260.1137263141851,統一統信基金
19330754,437.69,150.11,112.51,89.8,191.57950836053556,289.023197937961,387.40534521158133,259.97778260397234,野村優質基金-累積類型新臺幣計價
73990649,203.25,62.65,51.8,50.86,224.42138866719873,292.3745173745174,299.62642548171453,259.84833464229746,玉山科技島基金
01031564,149.91,52.69,37.89,30.46,184.51319035870185,295.64528899445764,392.15364412344053,259.38091070237635,野村積極成長基金
81595924,167.72,54.04,41.4,41.74,210.36269430051811,305.1207729468599,301.82079540009585,257.0817381143362,瀚亞中小型股基金
73989256,230.11,76.1,55.77,56.05,202.37844940867285,312.60534337457415,310.54415700267623,257.0796591172439,景順台灣科技基金
92002384,410.33,147.11,98.43,89.21,178.92733328801575,316.8749365030986,359.95964577962116,256.51807675086167,富邦精準基金
13539952,222.74,67.77,62.46,54.33,228.67050317249524,256.61223182837017,309.9760721516658,253.31413556509185,凱基開創基金
88090934,82.85,30.63,20.97,16.77,170.48645119164217,295.0882212684788,394.0369707811568,252.57708613259607,國泰台灣高股息傘型基金之台灣高股息基金-新台幣TISA
14705562,285.27,95.29,70.49,70.19,199.37034316297613,304.69570151794585,306.42541672602937,252.3789653820777,國泰科技生化基金
26320632,81.06,25.93,20.19,21.73,212.6108754338604,301.48588410104014,273.03267372296364,251.35773769183496,合庫台灣基金－A類（累積型）台幣
81588536,289.08,104.54,68.08,68.18,176.52573177731009,324.6180963572268,323.99530654150766,250.44735610412462,台新台灣中小基金
01032058,344.87,107.47,88.77,95.26,220.8988554945566,288.49836656528106,262.0302330463993,249.40498432614248,元大多福基金
17605622,250.23,86.18,63.94,58.56,190.35739150614987,291.3512668126368,327.3053278688525,248.0451413706365,統一大滿貫基金-A類型
83864683,196.64,70.71,48.9,45.21,178.0936218356668,302.1267893660531,334.94802034948015,246.67445179754537,富邦科技基金
73989002,241.35,78.8,66.8,57.07,206.2817258883249,261.3023952095808,322.90169966707555,246.1119214404518,第一金小型精選基金-A類型
00974066,462.47,146.29,126.85,118.25,216.1323398728553,264.58021284982266,291.0951374207188,245.65926127551822,元大2001基金
92026219,232.59,73.33,58.4,71.63,217.18259920905498,298.2705479452055,224.71031690632418,243.01452736935397,元大卓越基金
92012572,301.98,103.86,76.61,76.36,190.75678798382438,294.17830570421614,295.46883184913565,242.72565207300417,瀚亞外銷基金A類型-新台幣
17612497,190.61,67.53,48.97,45.29,182.2597364134459,289.23830916887897,320.86553323029375,242.07446760344538,國泰國泰基金-新台幣A
18488279,482.45,154.75,127.02,134.51,211.76090468497577,279.822075263738,258.672217678983,241.56151845740587,復華中小精選基金
97990696,167.27,55.54,43.03,45.31,201.17032769175373,288.72879386474557,269.16795409401897,241.03739282410433,瀚亞菁華基金
15733973,317.01,104.28,84.2,84.69,203.99884925201383,276.4964370546318,274.3181013106624,239.81197600452896,富蘭克林華美第一富基金-A類型
81594690,182.15,59.71,48.5,49.09,205.05777926645453,275.5670103092784,271.0531676512528,239.40962625626133,永豐永豐基金-A類型
97997635,251.1,83.93,67.74,65.36,199.17788633384959,270.68201948627103,284.1799265605875,237.6295343249236,聯博大利基金-A2類型(新台幣)
73988876,126.67,41.98,33.53,34.55,201.73892329680805,277.7810915597972,266.6280752532562,237.5294041669944,富邦小而美基金
81591434,227.43,76.74,59.89,63.42,196.364347146208,279.74620136917684,258.60927152317885,233.82788828849283,群益長安基金
73987671,159.72,55.93,42.02,42.09,185.57124977650633,280.1047120418848,279.4725588025659,232.71155026133178,匯豐台灣精典基金-台幣不配息A類型
92013967,261.56,92.94,66.57,70.98,181.4288788465677,292.90971909268444,268.49816849816847,232.28698885072288,玉山金滿意基金
92019786,175.95,60.93,47.61,46.26,188.77400295420972,269.5652173913044,280.35019455252916,231.32660560500202,景順潛力基金累積型新台幣
81585242,112.91,37.73,33.33,29.55,199.25788497217073,238.7638763876388,282.09813874788495,227.677733151954,新光創新科技基金
13986924,161.86,54.62,47.88,42.24,196.33833760527284,238.05346700083544,283.1912878787879,226.22346647864464,新光大三通基金
25636367,131.77,48.27,35.01,35.88,172.9852910710586,276.37817766352475,267.2519509476031,222.85648902410733,摩根台灣金磚基金-累積型
18043059,339.2,125.32,96.75,84.96,170.66709224385573,250.59431524547801,299.24670433145013,220.3611815618613,國泰中小成長基金-新台幣
92017794,237.24,84.63,68.75,64.23,180.32612548741582,245.07636363636368,269.3601120971509,217.5579942540472,匯豐龍騰電子基金
73992013,183.72,60.0,53.82,60.76,206.2,241.36008918617614,202.36998025016456,215.98202280588575,永豐領航科技基金
01032183,622.78,217.9,170.48,197.4,185.8100045892611,265.3097137494134,215.4913880445795,215.59619402837046,玉山高成長基金
18499732,131.21,50.58,37.41,32.69,159.41083432186636,250.7350975674954,301.37656775772416,215.2012599827266,德銀遠東DWS台灣旗艦基金
76959044,50.73,18.43,13.85,15.13,175.2577319587629,266.2815884476534,235.29411764705878,214.57216604308923,元大台灣高股息優質龍頭基金-新台幣A類型不配息 (本基金之配息來源可能為收益平準金且並無保證收益及配息)
18496290,173.58,64.08,48.9,48.94,170.8801498127341,254.96932515337426,254.6791990192072,212.86671225622078,聯邦中國龍基金-A累積型(新臺幣)
19330712,174.38,66.76,49.83,46.02,161.20431396045532,249.9498294200281,278.922207735767,211.37154735338947,貝萊德寶利基金
48893417,63.45,21.43,19.21,19.86,196.08026131591228,230.29672045809474,219.48640483383687,211.0264277621519,中國信託台灣活力基金
00974241,186.56,64.13,58.05,54.0,190.9090909090909,221.3781223083549,245.4814814814815,210.96427844334823,新光台灣富貴基金
81584975,259.22,100.33,73.89,70.51,158.36738762085122,250.81878467992965,267.6357963409445,207.95648848259341,富邦上選基金(A類型)
73998071,172.76,61.88,53.86,49.29,179.18552036199094,220.75751949498698,250.49705822682085,205.91942767485574,新光店頭基金
73989501,146.18,57.09,41.27,41.71,156.0518479593624,254.20402229222194,250.4675137856629,204.38063342448032,摩根中小基金
20094820,69.24,26.55,19.82,20.08,160.79096045197736,249.3440968718466,244.8207171314741,204.16285271383748,柏瑞巨人基金-A類型
01031298,314.54,118.69,92.93,92.01,165.00968910607466,238.46981599053052,241.8541462884469,202.41661860788588,匯豐龍鳳基金-A類型
97972846,173.45,69.89,51.12,46.77,148.1757046787809,239.29968701095464,270.85738721402606,200.04923588548206,台中銀大發基金A(累積型-新台幣)
17144889,195.43,73.03,63.29,56.4,167.6023551964946,208.78495812924632,246.5070921985816,195.73808347673753,宏利台灣動力基金A類型
17607591,103.65,37.52,33.49,32.72,176.25266524520256,209.49537175276203,216.778728606357,194.33068986970127,富邦高科技基金
19339782,185.38,62.97,65.84,60.99,194.39415594727646,181.56136087484808,203.95146745368092,192.45577972682884,群益創新科技基金
17597236,83.75,33.6,26.68,24.03,149.25595238095238,213.9055472263868,248.52267998335412,188.50417635506307,聯邦精選科技基金-A累積型(新臺幣)
81585475,171.91,73.34,54.19,46.99,134.4014180529043,217.23565233437904,265.84379655245795,185.54016403725745,富邦高成長基金
92028997,237.88,81.4,87.26,85.01,192.23587223587222,172.61058904423558,179.82590283496057,183.86629339819888,群益中小型股基金
48675778,158.24,61.29,50.54,53.33,158.18241148637625,213.09853581321727,196.71854490905685,182.36447546896468,群益奧斯卡基金
73982057,151.34,67.34,47.17,42.0,124.74012474012474,220.83951664193341,260.33333333333337,180.68858402930908,宏利臺灣股息收益基金A類型
17148301,158.37,67.69,49.61,47.03,133.96365785197224,219.2299939528321,236.74250478418034,180.0993280686718,富邦台灣心基金
97988636,188.19,72.88,58.89,68.93,158.21899012074644,219.56189505858381,173.01610329319595,179.58128423658758,玉山店頭市場基金
73991751,170.35,72.33,57.5,47.56,135.51776579565876,196.2608695652174,258.1791421362489,178.27297219464438,兆豐電子基金
48948481,90.94,37.68,30.22,28.81,141.34819532908702,200.9265387160821,215.65428670600485,174.0829166205691,富邦首選基金
88090408,46.98,20.17,15.84,14.18,132.92017848289538,196.5909090909091,231.311706629055,171.69970329453142,兆豐台灣先進通訊基金
20092528,40.56,15.95,15.2,12.61,154.29467084639498,166.8421052631579,221.6494845360825,171.52986390936135,第一金店頭市場基金
18033138,190.26,90.13,65.92,48.25,111.09508487739932,188.62257281553397,294.32124352331607,170.99856298802308,台中銀數位時代基金A(累積型-新台幣)
20080023,48.58,19.29,17.12,16.39,151.84033177812339,183.76168224299062,196.40024405125075,170.32871937220904,元大店頭基金
97984293,520.34,208.62,164.58,205.62,149.41999808263827,216.16235265524364,153.059040949324,170.170513027757,群益馬拉松基金
10341837,180.81,70.13,70.31,57.82,157.82118922002,157.1611435073247,212.71186440677968,168.60131054356333,兆豐豐台灣基金
00965469,69.69,25.68,26.73,25.55,171.37850467289718,160.71829405162737,172.7592954990215,168.4565996517411,兆豐第一基金
48749899,126.07,50.72,45.25,44.24,148.56072555205046,178.60773480662982,184.96835443037975,164.85635410409014,群益葛萊美基金
26273336,107.5,51.3,36.39,32.13,109.55165692007797,195.410827150316,234.57827575474633,160.31473175608306,富邦MIT主流基金
17147078,211.59,90.03,74.98,73.15,135.02165944685106,182.19525206721792,189.254955570745,160.0203964577399,富邦精選五虎基金
00974018,57.65,21.81,20.82,26.32,164.32828977533242,176.89721421709893,119.03495440729483,159.04030003425487,富邦基金A類型
99973878,137.33,70.43,44.74,40.33,94.9879312792844,206.9512740277157,240.5157451029011,157.68249686853713,野村台灣高股息基金-累積類型 (本基金並無保證收益)
17140568,91.2,42.07,32.15,31.67,116.78155455193723,183.67029548989117,187.96968740132618,151.08580340320123,景順主流基金
01032162,209.7,96.43,75.22,75.93,117.46344498600018,178.78223876628553,176.17542473330695,147.60147906954714,摩根台灣增長基金
17608487,188.71,85.8,71.74,78.3,119.94172494172494,163.04711458042937,141.00893997445723,137.08678483988274,復華數位經濟基金
00973762,102.92,44.92,46.42,40.54,129.11843276936773,121.71477811288236,153.87271830291073,131.8481934791307,華南永昌永昌基金
88095396,36.46,17.96,14.05,14.16,103.00668151447661,159.50177935943063,157.4858757062147,130.85104970631042,富邦台灣高股息基金-A類型
77074486,39.36,19.24,16.01,15.63,104.57380457380458,145.84634603372888,151.82341650671782,126.40548939836451,永豐臺灣ESG永續優選基金-A累積類型
20081352,342.35,147.65,166.69,154.18,131.86589908567558,105.38124662547244,122.0456609158127,121.95645571364206,群益店頭市場基金
20084317,29.25,14.31,11.98,12.91,104.40251572327041,144.15692821368947,126.56855151045701,120.76204662783346,富邦日盛基金
17602625,30.68,15.51,14.35,15.51,97.80786589297227,113.7979094076655,97.80786589297227,102.60487894738024,玉山新世紀基金
88122295,20.89,10.49,9.76,11.95,99.14204003813157,114.03688524590163,74.81171548117156,98.74442868907059,復華台灣好收益基金
01050148,28.67,10.0,39.57,38.38,186.7,-27.546120798584784,-25.29963522668056,80.02623671508844,兆豐國民基金-TISA類型
76941376,63.86,49.36,53.05,60.47,29.37601296596435,20.377002827521217,5.606085662311888,21.922324463700917,匯豐成功基金
